date,SOL,BNB,HYPE,XMR
2025-07-04,0.0010144700000000002,-9.291759999999997e-05,0.0022582917,
2025-07-11,0.0,0.0,0.0,
2025-07-18,0.0,0.0,0.0,
2025-07-25,0.0,0.0,0.0,
2025-08-01,0.0,0.0,0.0,
2025-08-08,0.0,0.0,0.0,
2025-08-15,0.0,0.0,0.0,
2025-08-22,0.0,0.0,0.0,
2025-08-29,0.0,0.0,0.0,
2025-09-05,0.0,0.0,0.0,
2025-09-12,0.0002576942,0.00031362560000000004,-4.01637e-05,
2025-09-19,0.0028518188999999998,0.0022689849000000002,0.0016860122,
2025-09-26,0.0014297460000000002,0.0020575979,0.0072520844,
2025-10-03,0.0012074408,0.0003898293,0.0025246189,
2025-10-10,0.0,0.0,0.0,
2025-10-17,0.0,0.0,0.0,
2025-10-24,0.0,0.0,0.0,
2025-10-31,0.0,0.0,0.0,
2025-11-07,0.0,0.0,0.0,
2025-11-14,0.0,0.0,0.0,
2025-11-21,0.0,0.0,0.0,
2025-11-28,0.0,0.0,0.0,
2025-12-05,0.0,0.0,0.0,
2025-12-12,0.00033395100000000003,0.0001181795,0.0006552992,
2025-12-19,0.0013077911,-9.72728e-05,0.0026443922,
2025-12-26,0.0013590009,0.0004955052,0.0020427726,
2026-01-02,0.0013500978,0.0012882456000000001,0.0014788790000000002,
2026-01-09,0.0,0.0,0.0,
2026-01-16,0.0,0.0,0.0,0.0011108224
2026-01-23,0.0,0.0,0.0,0.006719428600000001
2026-01-30,0.0,0.0,0.0,0.0038533233
2026-02-06,0.0,0.0,0.0,0.0017155219
2026-02-13,0.0,0.0,0.0,0.0
2026-02-20,0.0,0.0,0.0,0.0
2026-02-27,0.0,0.0,0.0,0.0
2026-03-06,0.0,0.0,0.0,0.0
2026-03-13,-0.0004522986,0.000514348,-0.0005146511,0.0008715695
2026-03-20,-0.0015609787,-0.0006665449999999999,0.0017795243,0.0026470691
2026-03-27,-0.0027129979,-0.0001037376999999999,0.0020918359,0.0039116310000000005
2026-04-03,-0.0018729723,0.00040663870000000004,0.0010718657000000002,0.0014151257
