date,COIN
2024-09-21,191.22999572753906
2024-09-28,170.91000366210938
2024-10-05,176.3800048828125
2024-10-12,220.2100067138672
2024-10-19,205.0399932861328
2024-10-26,182.8800048828125
2024-11-02,270.739990234375
2024-11-09,305.8500061035156
2024-11-16,304.6400146484375
2024-11-23,296.20001220703125
2024-11-30,343.6199951171875
2024-12-07,310.5799865722656
2024-12-14,278.7099914550781
2024-12-21,265.7099914550781
2024-12-28,270.6499938964844
2025-01-04,258.7799987792969
2025-01-11,295.4800109863281
2025-01-18,298.0
2025-01-25,291.3299865722656
2025-02-01,274.489990234375
2025-02-08,274.30999755859375
2025-02-15,235.3800048828125
2025-02-22,215.6199951171875
2025-03-01,217.4499969482422
2025-03-08,183.1199951171875
2025-03-15,189.86000061035156
2025-03-22,173.92999267578125
2025-03-29,160.5500030517578
2025-04-05,175.5
2025-04-12,175.02999877929688
2025-04-19,209.63999938964844
2025-04-26,204.92999267578125
2025-05-03,199.32000732421875
2025-05-10,266.4599914550781
2025-05-17,263.1600036621094
2025-05-24,246.6199951171875
2025-05-31,251.27000427246094
2025-06-07,242.7100067138672
2025-06-14,308.3800048828125
2025-06-21,353.42999267578125
2025-06-28,355.79998779296875
2025-07-05,387.05999755859375
2025-07-12,419.7799987792969
2025-07-19,391.6600036621094
2025-07-26,314.69000244140625
2025-08-02,310.5400085449219
2025-08-09,317.54998779296875
2025-08-16,319.8500061035156
2025-08-23,304.5400085449219
2025-08-30,299.07000732421875
2025-09-06,323.0400085449219
2025-09-13,342.4599914550781
2025-09-20,312.5899963378906
2025-09-27,380.0199890136719
2025-10-04,357.010009765625
2025-10-11,336.0199890136719
2025-10-18,354.4599914550781
2025-10-25,343.7799987792969
2025-11-01,309.1400146484375
2025-11-08,284.0
2025-11-15,240.41000366210938
2025-11-22,272.82000732421875
2025-11-29,269.7300109863281
2025-12-06,267.4599914550781
2025-12-13,245.1199951171875
2025-12-20,236.89999389648438
2025-12-27,236.52999877929688
2026-01-03,254.9199981689453
