date,price
2019-04-19,5280.354444383
2019-04-20,5307.689183437
2019-04-21,5311.164840299
2019-04-22,5380.935789576
2019-04-23,5557.925727611
2019-04-24,5452.101753394
2019-04-25,5203.088598731
2019-04-26,5295.847320048
2019-04-27,5256.977802474
2019-04-28,5257.803249233
2019-04-29,5199.755008563
2019-04-30,5292.803974562
2019-05-01,5354.586800174
2019-05-02,5450.706620486
2019-05-03,5731.493099607
2019-05-04,5803.943309048
2019-05-05,5749.32378046
2019-05-06,5715.757135966
2019-05-07,5841.053771274
2019-05-08,5957.856732858
2019-05-09,6168.268996398
2019-05-10,6370.233758608
2019-05-11,7258.261280655
2019-05-12,6953.751388586
2019-05-13,7805.981649489
2019-05-14,7990.055553534
2019-05-15,8192.223138952
2019-05-16,7875.913199526
2019-05-17,7343.371457163
2019-05-18,7300.655158341
2019-05-19,8168.730689784
2019-05-20,7976.8517129
2019-05-21,7958.365526075
2019-05-22,7665.796853834
2019-05-23,7861.812792465
2019-05-24,7977.244882468
2019-05-25,8037.627431861
2019-05-26,8631.080577844
2019-05-27,8816.033914934
2019-05-28,8726.978110456
2019-05-29,8650.677405968
2019-05-30,8310.891063057
2019-05-31,8575.646353354
2019-06-01,8554.261728092
2019-06-02,8743.705469134
2019-06-03,8173.632761797
2019-06-04,7683.63626142
2019-06-05,7812.448854732
2019-06-06,7821.123897095
2019-06-07,8036.108159122
2019-06-08,7942.539284064
2019-06-09,7668.02962786
2019-06-10,8002.729982894
2019-06-11,7897.975476598
2019-06-12,8145.059098121
2019-06-13,8227.625725591
2019-06-14,8671.505388661
2019-06-15,8818.609506932
2019-06-16,8978.772587807
2019-06-17,9312.868294809
2019-06-18,9094.021746079
2019-06-19,9285.928674251
2019-06-20,9548.314565261
2019-06-21,10118.359455627
2019-06-22,10704.922148116
2019-06-23,10846.125099648
2019-06-24,11045.550419815
2019-06-25,11808.419904076
2019-06-26,12996.124342789
2019-06-27,11178.682998187
2019-06-28,12352.196865913
2019-06-29,11972.555667221
2019-06-30,10888.09718168
2019-07-01,10639.046292232
2019-07-02,10822.764178376
2019-07-03,11975.637393819
2019-07-04,11229.605619125
2019-07-05,10987.248856215
2019-07-06,11279.476377672
2019-07-07,11436.430746924
2019-07-08,12260.282697873
2019-07-09,12544.167261709
2019-07-10,12166.398288869
2019-07-11,11385.060490565
2019-07-12,11804.562793905
2019-07-13,11418.511855491
2019-07-14,10285.461109067
2019-07-15,10911.34515831
2019-07-16,9538.827124244
2019-07-17,9657.303101319
2019-07-18,10636.155728361
2019-07-19,10536.565849576
2019-07-20,10774.281137634
2019-07-21,10607.463560702
2019-07-22,10343.318139598
2019-07-23,9936.380762347
2019-07-24,9799.306312968
2019-07-25,9878.231932911
2019-07-26,9845.999447079
2019-07-27,9447.678401413
2019-07-28,9534.755426833
2019-07-29,9510.593552182
2019-07-30,9568.437452164
2019-07-31,10062.996285663
2019-08-01,10361.312000081
2019-08-02,10529.171907428
2019-08-03,10791.200523159
2019-08-04,10951.59383484
2019-08-05,11818.525531066
2019-08-06,11510.16415473
2019-08-07,11970.657556452
2019-08-08,12024.331570998
2019-08-09,11852.561606996
2019-08-10,11327.842642233
2019-08-11,11549.998354322
2019-08-12,11381.241355679
2019-08-13,10903.65499188
2019-08-14,10016.217389275
2019-08-15,10295.87714291
2019-08-16,10324.993597416
2019-08-17,10224.218706634
2019-08-18,10309.872435929
2019-08-19,10895.971844429
2019-08-20,10743.789313302
2019-08-21,10124.058214169
2019-08-22,10127.789857678
2019-08-23,10385.509090034
2019-08-24,10145.012479707
2019-08-25,10090.061576031
2019-08-26,10334.911854471
2019-08-27,10167.88939002
2019-08-28,9753.487048897
2019-08-29,9485.141423781
2019-08-30,9588.987502058
2019-08-31,9607.289264303
2019-09-01,9729.266231868
2019-09-02,10323.022660378
2019-09-03,10620.165189357
2019-09-04,10573.515179028
2019-09-05,10570.249940786
2019-09-06,10350.748325717
2019-09-07,10461.547731202
2019-09-08,10404.333900446
2019-09-09,10321.931613526
2019-09-10,10121.102297214
2019-09-11,10150.710023637
2019-09-12,10401.319919342
2019-09-13,10355.62689862
2019-09-14,10349.551958232
2019-09-15,10305.675020157
2019-09-16,10268.421696882
2019-09-17,10203.071046816
2019-09-18,10158.854517376
2019-09-19,10253.23237468
2019-09-20,10178.442572698
2019-09-21,9997.199887817
2019-09-22,10041.304200625
2019-09-23,9699.504938096
2019-09-24,8702.713528026
2019-09-25,8446.244115549
2019-09-26,8098.809820489
2019-09-27,8183.482347567
2019-09-28,8225.110371852
2019-09-29,8064.380983385
2019-09-30,8271.290855465
2019-10-01,8366.503905664
2019-10-02,8350.132163243
2019-10-03,8176.354679407
2019-10-04,8156.519553841
2019-10-05,8140.242484268
2019-10-06,7890.234349865
2019-10-07,8182.251593084
2019-10-08,8180.691130185
2019-10-09,8573.060086449
2019-10-10,8561.519329218
2019-10-11,8277.848351085
2019-10-12,8308.470967433
2019-10-13,8289.497236619
2019-10-14,8347.350350085
2019-10-15,8175.863112105
2019-10-16,8010.302179794
2019-10-17,8079.93145948
2019-10-18,7957.314093996
2019-10-19,7949.80226861
2019-10-20,8208.362621759
2019-10-21,8220.918531131
2019-10-22,8045.294246807
2019-10-23,7468.532532437
2019-10-24,7433.915345679
2019-10-25,8652.030029867
2019-10-26,9217.236031536
2019-10-27,9502.020114436
2019-10-28,9239.89728378
2019-10-29,9407.163351459
2019-10-30,9171.874474054
2019-10-31,9151.82459446
2019-11-01,9233.413801606
2019-11-02,9302.834617841
2019-11-03,9204.286350451
2019-11-04,9378.953914331
2019-11-05,9300.373963047
2019-11-06,9340.048651575
2019-11-07,9221.073784984
2019-11-08,8795.8960694
2019-11-09,8809.783673886
2019-11-10,9043.673292397
2019-11-11,8729.917418491
2019-11-12,8806.751998954
2019-11-13,8770.780825231
2019-11-14,8652.025288272
2019-11-15,8480.435541875
2019-11-16,8496.376959146
2019-11-17,8508.499434052
2019-11-18,8202.834446108
2019-11-19,8138.831605359
2019-11-20,8095.865638012
2019-11-21,7632.494765499
2019-11-22,7293.013949172
2019-11-23,7309.689243566
2019-11-24,6935.738627403
2019-11-25,7118.264883393
2019-11-26,7157.684731054
2019-11-27,7483.754192177
2019-11-28,7438.621769309
2019-11-29,7720.865011261
2019-11-30,7556.397585816
2019-12-01,7405.808478752
2019-12-02,7308.982444424
2019-12-03,7286.080951511
2019-12-04,7209.971417455
2019-12-05,7373.782498578
2019-12-06,7530.922830405
2019-12-07,7493.545154557
2019-12-08,7508.315669139
2019-12-09,7347.036951245
2019-12-10,7233.950487171
2019-12-11,7197.426825881
2019-12-12,7200.70701803
2019-12-13,7247.350277011
2019-12-14,7081.740255266
2019-12-15,7108.563021778
2019-12-16,6901.036915336
2019-12-17,6627.162514553
2019-12-18,7274.768503793
2019-12-19,7152.558691633
2019-12-20,7185.439179631
2019-12-21,7141.554857046
2019-12-22,7488.196174601
2019-12-23,7335.207616177
2019-12-24,7266.608196629
2019-12-25,7204.184875689
2019-12-26,7208.489307892
2019-12-27,7247.623712365
2019-12-28,7307.887522683
2019-12-29,7394.029285531
2019-12-30,7240.428912252
2019-12-31,7195.15389543
2020-01-01,7193.75466796
2020-01-02,6963.853353983
2020-01-03,7300.346935305
2020-01-04,7351.377053167
2020-01-05,7349.972248051
2020-01-06,7734.675515785
2020-01-07,8147.415237636
2020-01-08,8045.789124593
2020-01-09,7832.79564384
2020-01-10,8180.513169804
2020-01-11,8012.085781815
2020-01-12,8171.401185321
2020-01-13,8110.647964504
2020-01-14,8801.871213138
2020-01-15,8820.850105996
2020-01-16,8720.919501374
2020-01-17,8902.568995225
2020-01-18,8906.902675151
2020-01-19,8690.380569545
2020-01-20,8631.253954334
2020-01-21,8724.818622931
2020-01-22,8665.436914097
2020-01-23,8415.956027336
2020-01-24,8432.096675789
2020-01-25,8348.665665079
2020-01-26,8595.728298493
2020-01-27,8879.335548715
2020-01-28,9320.805853868
2020-01-29,9276.893821086
2020-01-30,9509.805135575
2020-01-31,9308.060285565
2020-02-01,9363.224206801
2020-02-02,9338.416631939
2020-02-03,9308.912702291
2020-02-04,9179.959281077
2020-02-05,9592.183873898
2020-02-06,9744.636578159
2020-02-07,9799.448455825
2020-02-08,9890.701658195
2020-02-09,10148.379719132
2020-02-10,9890.12122402
2020-02-11,10226.925769215
2020-02-12,10328.897565836
2020-02-13,10221.260309202
2020-02-14,10320.157140514
2020-02-15,9894.136123789
2020-02-16,9943.673602579
2020-02-17,9723.605026422
2020-02-18,10133.817417085
2020-02-19,9618.40924825
2020-02-20,9608.169181282
2020-02-21,9673.01180027
2020-02-22,9658.606058375
2020-02-23,9946.716123468
2020-02-24,9670.960806468
2020-02-25,9345.342701735
2020-02-26,8801.657129473
2020-02-27,8781.175282202
2020-02-28,8717.331431359
2020-02-29,8552.989118582
2020-03-01,8567.802248679
2020-03-02,8905.876104262
2020-03-03,8756.718576743
2020-03-04,8758.646993192
2020-03-05,9038.870323233
2020-03-06,9135.845066033
2020-03-07,8902.201950108
2020-03-08,8041.365538072
2020-03-09,7921.332006911
2020-03-10,7906.731528511
2020-03-11,7935.522040171
2020-03-12,5142.990459018
2020-03-13,5542.819542373
2020-03-14,5214.189112384
2020-03-15,5397.933357439
2020-03-16,5032.501351488
2020-03-17,5389.415775034
2020-03-18,5376.280747845
2020-03-19,6170.200600238
2020-03-20,6195.603505258
2020-03-21,6145.770891252
2020-03-22,5859.647430299
2020-03-23,6456.347485963
2020-03-24,6730.173782371
2020-03-25,6695.900618398
2020-03-26,6765.56207893
2020-03-27,6397.826328326
2020-03-28,6255.000398694
2020-03-29,5915.337154792
2020-03-30,6403.141235565
2020-03-31,6421.705413889
2020-04-01,6640.79766631
2020-04-02,6807.897017891
2020-04-03,6732.852018395
2020-04-04,6859.424923722
2020-04-05,6788.048272606
2020-04-06,7297.635558289
2020-04-07,7196.782202442
2020-04-08,7342.291601148
2020-04-09,7294.488875122
2020-04-10,6864.694257006
2020-04-11,6878.78121259
2020-04-12,6913.158787469
2020-04-13,6857.538537511
2020-04-14,6860.178535701
2020-04-15,6629.431738031
2020-04-16,7059.926224759
2020-04-17,7035.261503989
2020-04-18,7242.510929493
2020-04-19,7127.511949689
2020-04-20,6856.456278355
2020-04-21,6842.038597635
2020-04-22,7109.995291182
2020-04-23,7382.793144117
2020-04-24,7495.393587499
2020-04-25,7538.55768728
2020-04-26,7683.867415083
2020-04-27,7774.281554448
2020-04-28,7758.230255186
2020-04-29,8744.430287017
2020-04-30,8610.635803741
2020-05-01,8824.818413552
2020-05-02,8966.307014689
2020-05-03,8888.671912687
2020-05-04,8884.407813577
2020-05-05,9003.240557622
2020-05-06,9144.68703972
2020-05-07,9959.166416262
2020-05-08,9821.811315297
2020-05-09,9566.777187206
2020-05-10,8752.617087746
2020-05-11,8604.75159102
2020-05-12,8788.466749415
2020-05-13,9283.086012659
2020-05-14,9796.494527025
2020-05-15,9309.295359407
2020-05-16,9375.297108433
2020-05-17,9666.327193403
2020-05-18,9708.439858793
2020-05-19,9760.198937162
2020-05-20,9526.507593006
2020-05-21,9059.962506872
2020-05-22,9131.767275082
2020-05-23,9170.361063506
2020-05-24,8731.848525871
2020-05-25,8883.691769863
2020-05-26,8839.130663273
2020-05-27,9174.118563996
2020-05-28,9546.045635037
2020-05-29,9427.120373393
2020-05-30,9662.705872548
2020-05-31,9466.96178143
2020-06-01,10167.930693329
2020-06-02,9515.243858656
2020-06-03,9645.22786936
2020-06-04,9776.202991788
2020-06-05,9636.96552705
2020-06-06,9662.858709002
2020-06-07,9738.603356829
2020-06-08,9773.029513095
2020-06-09,9767.005316656
2020-06-10,9874.898681832
2020-06-11,9325.996856203
2020-06-12,9469.53329751
2020-06-13,9469.473456164
2020-06-14,9345.960907722
2020-06-15,9431.719262202
2020-06-16,9524.92661691
2020-06-17,9463.361414312
2020-06-18,9399.767217129
2020-06-19,9312.780104498
2020-06-20,9360.247968202
2020-06-21,9298.360829121
2020-06-22,9678.683208976
2020-06-23,9624.684291831
2020-06-24,9288.061774487
2020-06-25,9258.667161008
2020-06-26,9166.486360416
2020-06-27,9013.905564676
2020-06-28,9139.903276298
2020-06-29,9185.166540651
2020-06-30,9149.721996758
2020-07-01,9230.672998591
2020-07-02,9094.318072167
2020-07-03,9071.385042783
2020-07-04,9132.908369533
2020-07-05,9087.407312582
2020-07-06,9342.376492627
2020-07-07,9253.630980242
2020-07-08,9432.172515828
2020-07-09,9235.716302064
2020-07-10,9282.91363884
2020-07-11,9234.314674713
2020-07-12,9297.479635873
2020-07-13,9240.762519725
2020-07-14,9247.060695964
2020-07-15,9203.37143518
2020-07-16,9136.483376364
2020-07-17,9156.276583115
2020-07-18,9168.402736564
2020-07-19,9202.6158395
2020-07-20,9163.159654577
2020-07-21,9384.379751903
2020-07-22,9514.304987627
2020-07-23,9589.817719441
2020-07-24,9535.938795737
2020-07-25,9691.825138917
2020-07-26,9925.751397476
2020-07-27,10962.258481207
2020-07-28,10904.916526919
2020-07-29,11093.612240442
2020-07-30,11116.307163685
2020-07-31,11325.551527274
2020-08-01,11812.094307269
2020-08-02,11066.30624059
2020-08-03,11230.907762749
2020-08-04,11181.917508035
2020-08-05,11719.263523952
2020-08-06,11768.12774224
2020-08-07,11571.487980683
2020-08-08,11739.131006414
2020-08-09,11682.851469155
2020-08-10,11862.938012703
2020-08-11,11398.671060897
2020-08-12,11579.867951602
2020-08-13,11817.164038803
2020-08-14,11777.39132249
2020-08-15,11864.905810156
2020-08-16,11901.776488302
2020-08-17,12272.46580816
2020-08-18,11949.610970628
2020-08-19,11733.278970862
2020-08-20,11861.83657728
2020-08-21,11515.124298729
2020-08-22,11676.385305081
2020-08-23,11647.928120934
2020-08-24,11758.828120369
2020-08-25,11350.753473213
2020-08-26,11465.002564032
2020-08-27,11300.398363811
2020-08-28,11519.118388161
2020-08-29,11481.481823317
2020-08-30,11701.004008658
2020-08-31,11672.324104944
2020-09-01,11895.225345346
2020-09-02,11418.254756916
2020-09-03,10197.459822769
2020-09-04,10484.470392266
2020-09-05,10177.78971805
2020-09-06,10260.017727754
2020-09-07,10359.44521699
2020-09-08,10125.01495607
2020-09-09,10230.154699361
2020-09-10,10342.159391206
2020-09-11,10378.223044585
2020-09-12,10439.384672264
2020-09-13,10328.866065987
2020-09-14,10661.096235144
2020-09-15,10787.580208076
2020-09-16,10952.249969107
2020-09-17,10937.996396961
2020-09-18,10927.150310293
2020-09-19,11083.998361198
2020-09-20,10923.326668181
2020-09-21,10439.522488792
2020-09-22,10527.587846739
2020-09-23,10223.784106393
2020-09-24,10726.530083322
2020-09-25,10681.993848114
2020-09-26,10743.192879759
2020-09-27,10765.300521661
2020-09-28,10672.028544259
2020-09-29,10837.516586513
2020-09-30,10770.881347466
2020-10-01,10627.976063963
2020-10-02,10572.674843011
2020-10-03,10546.65625538
2020-10-04,10670.700811335
2020-10-05,10784.949403094
2020-10-06,10605.957791306
2020-10-07,10668.011010797
2020-10-08,10888.666546836
2020-10-09,11063.252386259
2020-10-10,11286.541942044
2020-10-11,11377.814876757
2020-10-12,11543.183760771
2020-10-13,11426.10554422
2020-10-14,11435.57243758
2020-10-15,11495.584995734
2020-10-16,11319.097785678
2020-10-17,11365.814131026
2020-10-18,11495.89997569
2020-10-19,11752.14686392
2020-10-20,11908.708923246
2020-10-21,12806.435726727
2020-10-22,12951.044060038
2020-10-23,12928.072296348
2020-10-24,13106.04601926
2020-10-25,13021.410842124
2020-10-26,13060.792212084
2020-10-27,13655.185415883
2020-10-28,13282.999348292
2020-10-29,13441.878496032
2020-10-30,13537.174271525
2020-10-31,13778.637638353
2020-11-01,13720.361465146
2020-11-02,13558.361795524
2020-11-03,13989.97635818
2020-11-04,14101.716050814
2020-11-05,15553.331701081
2020-11-06,15548.312145063
2020-11-07,14818.458911221
2020-11-08,15496.316149147
2020-11-09,15335.342198179
2020-11-10,15278.709659799
2020-11-11,15686.905986213
2020-11-12,16265.149252483
2020-11-13,16326.814875079
2020-11-14,16095.561510631
2020-11-15,15984.673784157
2020-11-16,16714.403863222
2020-11-17,17651.820427682
2020-11-18,17829.934958345
2020-11-19,17819.757430968
2020-11-20,18628.813489036
2020-11-21,18689.528655826
2020-11-22,18390.611843792
2020-11-23,18360.693300386
2020-11-24,19091.524181729
2020-11-25,18753.288921685
2020-11-26,17138.029512395
2020-11-27,17140.275552524
2020-11-28,17718.972832629
2020-11-29,18169.954209783
2020-11-30,19609.521439576
2020-12-01,18857.417371118
2020-12-02,19208.398191995
2020-12-03,19435.204847409
2020-12-04,18711.226549887
2020-12-05,19139.111575237
2020-12-06,19325.554118591
2020-12-07,19198.806493935
2020-12-08,18336.514581298
2020-12-09,18564.986455688
2020-12-10,18262.058384653
2020-12-11,18058.02733957
2020-12-12,18807.09540322
2020-12-13,19151.134423405
2020-12-14,19259.970471531
2020-12-15,19432.362456862
2020-12-16,21317.662136787
2020-12-17,22805.655805989
2020-12-18,23120.570551568
2020-12-19,23863.85484172
2020-12-20,23518.318420547
2020-12-21,22840.991707188
2020-12-22,23794.793302629
2020-12-23,23308.127232177
2020-12-24,23760.287048543
2020-12-25,24671.107714415
2020-12-26,26476.130137019
2020-12-27,26423.228791902
2020-12-28,27125.384120652
2020-12-29,27424.538954607
2020-12-30,28837.288528959
2020-12-31,29022.418395304
2021-01-01,29352.126791949
2021-01-02,32163.824935335
2021-01-03,33008.226203489
2021-01-04,31515.575966658
2021-01-05,34082.206049044
2021-01-06,36933.520137309
2021-01-07,39547.084081356
2021-01-08,40815.961854783
2021-01-09,40296.529003829
2021-01-10,38397.895985418
2021-01-11,35669.906686633
2021-01-12,33938.335878101
2021-01-13,37456.007725486
2021-01-14,39232.749971403
2021-01-15,36787.521216685
2021-01-16,36254.713079411
2021-01-17,35804.263885675
2021-01-18,36595.464769283
2021-01-19,36104.863857755
2021-01-20,35587.489202736
2021-01-21,30913.695736054
2021-01-22,32957.908782656
2021-01-23,32068.087374408
2021-01-24,32273.517350329
2021-01-25,32375.320062981
2021-01-26,32582.109445021
2021-01-27,30445.525865114
2021-01-28,33128.347528611
2021-01-29,34150.818767372
2021-01-30,34199.519810363
2021-01-31,33064.786767015
2021-02-01,33405.990357143
2021-02-02,35485.985933824
2021-02-03,37494.717624604
2021-02-04,36816.508082034
2021-02-05,38007.832229084
2021-02-06,39279.412868979
2021-02-07,38833.340264555
2021-02-08,46307.574121594
2021-02-09,46569.56483
2021-02-10,44848.693449505
2021-02-11,47815.961755543
2021-02-12,47414.186255008
2021-02-13,46941.292085824
2021-02-14,48607.874522484
2021-02-15,47898.487027633
2021-02-16,49238.136906725
2021-02-17,52143.67884462
2021-02-18,51733.075539032
2021-02-19,56038.72775893
2021-02-20,56377.63347791
2021-02-21,57669.303526918
2021-02-22,54410.856294516
2021-02-23,48691.894831704
2021-02-24,49849.378713583
2021-02-25,46992.665450048
2021-02-26,46551.487476755
2021-02-27,46653.526399396
2021-02-28,44970.163459947
2021-03-01,49787.339959497
2021-03-02,48532.236789817
2021-03-03,50577.457469152
2021-03-04,48727.451200801
2021-03-05,49091.81488233
2021-03-06,49019.368592366
2021-03-07,51313.092620274
2021-03-08,52328.535912632
2021-03-09,54700.273439277
2021-03-10,56020.487719586
2021-03-11,57788.868103295
2021-03-12,57353.861471972
2021-03-13,61315.197932767
2021-03-14,59428.967566028
2021-03-15,55805.329249234
2021-03-16,56830.253335076
2021-03-17,59014.925632051
2021-03-18,57922.409592629
2021-03-19,58243.270608924
2021-03-20,58376.158471372
2021-03-21,57573.539344779
2021-03-22,54370.137557895
2021-03-23,54584.869946995
2021-03-24,52526.866597047
2021-03-25,51416.90830498
2021-03-26,55033.100480447
2021-03-27,55832.418109618
2021-03-28,55728.101327807
2021-03-29,57634.928694475
2021-03-30,58668.628336761
2021-03-31,58817.373888419
2021-04-01,58801.194843878
2021-04-02,59060.026783338
2021-04-03,57060.406654711
2021-04-04,58228.802623466
2021-04-05,58706.815593114
2021-04-06,58062.178724336
2021-04-07,56134.417388664
2021-04-08,58065.644024815
2021-04-09,58152.993262142
2021-04-10,59979.392815718
2021-04-11,59988.02095853
2021-04-12,59911.020594847
2021-04-13,63576.676041048
2021-04-14,62807.123232593
2021-04-15,63179.772446085
2021-04-16,61497.299569441
2021-04-17,60273.866676947
2021-04-18,56288.945340012
2021-04-19,55721.166052696
2021-04-20,56294.728558587
2021-04-21,54190.070262834
2021-04-22,51965.566430485
2021-04-23,51191.124696408
2021-04-24,50133.107396365
2021-04-25,48981.441393216
2021-04-26,53978.80554729
2021-04-27,54991.814842621
2021-04-28,54810.613850679
2021-04-29,53596.704022667
2021-04-30,57828.511814426
2021-05-01,57812.969159679
2021-05-02,56600.745287384
2021-05-03,57200.300298712
2021-05-04,53464.370219504
2021-05-05,57432.100227088
2021-05-06,56507.75943987
2021-05-07,57361.569043289
2021-05-08,58771.881689509
2021-05-09,58213.926293744
2021-05-10,55901.667594561
2021-05-11,56928.972356602
2021-05-12,50004.762183137
2021-05-13,49972.795398372
2021-05-14,49913.263143988
2021-05-15,46780.902304688
2021-05-16,46585.064135388
2021-05-17,43780.825597825
2021-05-18,43091.041447569
2021-05-19,37287.391402427
2021-05-20,40437.730096256
2021-05-21,37339.634201346
2021-05-22,37520.317675474
2021-05-23,34977.527801962
2021-05-24,38642.44229734
2021-05-25,38210.805217594
2021-05-26,39406.934244116
2021-05-27,38642.895554342
2021-05-28,35710.22093653
2021-05-29,34775.079413473
2021-05-30,35714.752020181
2021-05-31,37340.679265942
2021-06-01,36680.068201803
2021-06-02,37685.717981748
2021-06-03,39151.3161838
2021-06-04,36938.720311392
2021-06-05,35546.985964834
2021-06-06,35834.474474404
2021-06-07,33451.383407145
2021-06-08,33557.150683092
2021-06-09,37553.643758519
2021-06-10,36903.304906779
2021-06-11,37289.432522102
2021-06-12,35666.149778773
2021-06-13,39147.7056788
2021-06-14,40624.513053162
2021-06-15,40378.202549711
2021-06-16,38321.454656574
2021-06-17,38193.619141944
2021-06-18,35881.111371375
2021-06-19,35581.642267732
2021-06-20,35787.077405232
2021-06-21,31711.935467727
2021-06-22,32507.738707027
