date,input_price,input_mvrv_ratio,input_miner_revenue,input_etf_flows,input_btc_mc,input_eth_mc,input_stablecoin_supply,input_fed_balance_sheet,raw_mvrv_z,raw_puell,raw_price_200w_ratio,raw_stable_30d,raw_dom_proxy_30d_roc,raw_fed_bs_30d_roc,norm_mvrv_z,norm_puell,norm_price_200w_ratio,norm_stable_30d,norm_dom_proxy_30d_roc,btc_score,btc_score_lagged,regime,action
2019-05-08,5957.856732858,1.35126305,11989040.69418191,,105271848239.851,18006362667.5224,1189919098.74,3892216.0,0.06143540576620774,1.152730514496683,0.8897097753942699,0.6661888790123496,0.028791624767539048,-0.011000610086268403,100.0,92.09785961913659,89.2078971920973,0.232228039339556,36.85642992598922,74.58652154170346,70.8134666432894,BULL,DEPLOY_ALTS
2019-05-09,6168.268996398,1.39928506,12225241.127791576,,109284325643.206,18116042476.1979,1193398343.34,3892216.0,0.17078203033169617,1.1774740642836192,0.9212785368542258,0.6324748035831087,0.03184279787353317,-0.011000610086268403,100.0,94.77788586203876,95.1372457734828,0.22605562451919786,35.95599672069066,76.3514286359532,72.05296096648402,BULL,DEPLOY_ALTS
2019-05-10,6370.233758608,1.44472955,10741766.010301096,,112684642518.93,18289505929.6284,1131883658.26,3892216.0,0.27423230713502006,1.0364433368509163,0.9515368713384893,0.466356341330322,0.032513600336273374,-0.01132091575255334,100.0,79.50254930645762,100.0,0.19564245004267344,35.75803587393939,73.48078728151475,71.68936699053569,BULL,DEPLOY_ALTS
2019-05-11,7258.261280655,1.6543368,12702852.780592851,,129323693413.36,21127886686.2129,1131682140.78,3892216.0,0.752017432690124,1.2259760975640104,1.0839996590562035,0.4636564922764441,0.027884875016996213,-0.01132091575255334,100.0,100.0,100.0,0.1951481583232442,37.1240212936114,78.74167435310963,68.37141645700059,BULL,DEPLOY_ALTS
2019-05-12,6953.751388586,1.56569495,14457406.513978435,,122826926577.36,19825564759.3922,1132831601.4099998,3892216.0,0.548654137334196,1.3965205271980767,1.0384415268712814,0.4277943203027057,0.02797020531376071,-0.01132091575255334,92.3838436326543,100.0,93.19262214014313,0.18858246731844358,37.098839427504295,75.09184883067311,66.87520869899535,BULL,DEPLOY_ALTS
2019-05-13,7805.981649489,1.74753483,17170821.76359992,,138089773338.272,20785018542.3691,1155295521.53,3892216.0,0.9627842982612632,1.6582280759039094,1.1653219469412253,0.4642816692446574,0.03750096570357342,-0.01132091575255334,100.0,100.0,100.0,0.19526261649938625,34.28621201220872,78.45791059369579,70.84363028683163,BULL,DEPLOY_ALTS
2019-05-14,7990.055553534,1.77133721,16241289.20915977,,141341132028.998,23191421813.969,1176794326.05,3892216.0,1.0151694135961065,1.5678035219812603,1.192340868892656,0.4858929025631793,0.026223395956471496,-0.01132091575255334,100.0,93.33052992749641,100.0,0.19921922794796146,37.61434120140872,77.12394948620717,68.41145260597027,BULL,DEPLOY_ALTS
2019-05-15,8192.223138952,1.81667469,16833864.05166984,,144615566025.012,26321593931.3268,1159034846.19,3864749.0,1.1163760093954613,1.6245550552022507,1.2219661557890331,0.4298677237015358,0.007308012249349405,-0.018297930493519576,100.0,97.51636923735761,100.0,0.18896206858896875,43.19646944821195,78.72708356444895,74.58652154170346,BULL,DEPLOY_ALTS
2019-05-16,7875.913199526,1.72799889,16173312.151495205,,139525363820.16,27977152978.3372,1164827752.3,3864749.0,0.9118826005743705,1.5619500092505476,1.1743751123171238,0.424572792845026,-0.007305609990584605,-0.018297930493519576,93.26108446617177,92.89879068983423,94.10427622443011,0.18799266606864493,47.50910273954363,74.80298743106076,76.3514286359532,BULL,DEPLOY_ALTS
2019-05-17,7343.371457163,1.61073752,15529516.684375318,,130123159718.197,25882741084.8484,1166334805.77,3864749.0,0.6427277774303196,1.4990604092232436,1.094760862952969,0.4203861289400088,-0.006718961794654477,-0.017060262315712227,84.39130411898653,88.26022420475516,84.24141992611315,0.18722616643885606,47.3359767001176,68.99241286708497,73.48078728151475,BULL,DEPLOY_ALTS
2019-05-18,7300.655158341,1.59950822,14946538.715039508,,129270047519.995,24992104363.0582,1167879979.25,3864749.0,0.6161783555381551,1.4430925475182135,1.0882014222321394,0.33760963641177444,0.0026362426676014294,-0.017060262315712227,83.51638931055965,84.1321863823842,83.42881638160246,0.17207134333445617,44.575157681483816,67.25705313473298,78.74167435310963,BULL,DEPLOY_ALTS
2019-05-19,8168.730689784,1.80201739,17670331.053792793,,144597541605.246,27696392705.6615,1171501191.31,3864749.0,1.0776810073265737,1.7053241458310826,1.2170672438971721,0.3267969090977476,0.004402751977396813,-0.017060262315712227,98.72483738215895,100.0,99.39310783693334,0.17009173578265885,44.05384224484602,78.92697076688637,75.09184883067311,BULL,DEPLOY_ALTS
2019-05-20,7976.8517129,1.74723194,17537905.468594663,,141109768386.168,26710731424.5533,1194745328.0700002,3864749.0,0.9504264781766878,1.6915918003173176,1.188035600360343,0.35993286875008734,0.004763105014312874,-0.017060262315712227,94.53126689897321,99.0211417927556,95.79657919294631,0.17615830844825536,43.94749828178737,76.6951549309161,78.45791059369579,BULL,DEPLOY_ALTS
2019-05-21,7958.365526075,1.74497388,16831795.178241994,,141016653223.217,27208222408.1618,1219170501.69,3864749.0,0.9434880790564085,1.623410500078734,1.1848484959787495,0.36905104017402235,-0.001051102984256258,-0.017060262315712227,94.3026175460131,94.16109619805127,95.40175097093277,0.177827674602157,45.663332081626265,75.50441686685625,77.12394948620717,BULL,DEPLOY_ALTS
2019-05-22,7665.796853834,1.67542929,17357190.939575333,,135913068220.79,25986179169.0357,1235031069.1000001,3860435.0,0.7829511340945176,1.6731881324107392,1.1409726474509958,0.39373231215957327,-0.000656978014233367,-0.01815746216707903,89.01225186433234,97.70930607206994,89.96627688869148,0.1823463525445091,45.547021666675136,73.70631157460467,78.72708356444895,BULL,DEPLOY_ALTS
2019-05-23,7861.812792465,1.72268374,16816126.01876184,,139495233992.329,26015066752.0465,1251195509.84,3860435.0,0.8896543770946023,1.620482346263876,1.1697557498129705,0.3882549406738587,-0.0019368214840476128,-0.01815746216707903,92.52857126997253,93.95237385044688,93.53201549306397,0.18134354856710241,45.924716906431065,74.57274116514444,74.80298743106076,BULL,DEPLOY_ALTS
2019-05-24,7977.244882468,1.73899884,16787179.848266643,,141356836449.394,26403380130.0949,1291461992.63,3860435.0,0.9253536550541761,1.6163945701995948,1.186495099219508,0.29665984393815803,-0.004014684307115379,-0.01726916637412934,93.7050122133513,93.66099222551702,95.60573720799017,0.1645742044470134,46.53791603245574,75.32637689589531,68.99241286708497,BULL,DEPLOY_ALTS
2019-05-25,8037.627431861,1.75307893,15095619.201239659,,142301375408.952,26638407046.8726,1310752989.88,3860435.0,0.9558288429968984,1.4541207025241467,1.1950180602948366,0.23690228916711575,-0.008345786384763021,-0.01726916637412934,94.70929747910881,82.09391455213762,96.66158764925504,0.1536337170689364,47.81606971000033,73.07323744017843,67.25705313473298,BULL,DEPLOY_ALTS
2019-05-26,8631.080577844,1.89396436,18629204.68363798,,152778982387.801,28248518480.1786,1320663992.7000003,3860435.0,1.2754899245245555,1.7927872782707386,1.2825405414957263,0.229765865901705,-0.005866131744081571,-0.01726916637412934,100.0,100.0,100.0,0.15232717183028022,47.08429760183777,79.73127883595832,78.92697076688637,BULL,DEPLOY_ALTS
2019-05-27,8816.033914934,1.90714924,20072464.054077324,,156351517828.839,29061104048.0291,1327314120.3600001,3860435.0,1.302251351831635,1.9291822476994342,1.309231033084389,0.20679184100550851,-0.005288000144646143,-0.01726916637412934,100.0,100.0,100.0,0.148121058806354,46.91368489941804,79.71358664876276,76.6951549309161,BULL,DEPLOY_ALTS
2019-05-28,8726.978110456,1.88105961,19574178.29364211,,154706420284.546,28849462681.915,1339221104.8799999,3860435.0,1.2394471657920016,1.8785706874579875,1.2952583650267386,0.20937557219694947,-0.006730509063569645,-0.01726916637412934,98.04979590691488,96.88879747702661,98.43789658597957,0.14859409152324826,47.33938442036176,78.0809450142917,75.50441686685625,BULL,DEPLOY_ALTS
2019-05-29,8650.677405968,1.84071984,20433623.458338022,,153190671229.786,28545915354.884,1361523443.4099998,3851444.0,1.1445637302664624,1.9573098411835972,1.2832249580758468,0.21081225141100113,-0.007408327726825981,-0.019557958420914234,95.10346261296674,100.0,97.09259689069386,0.14885712053887482,47.53941582151959,77.72582831226158,73.70631157460467,BULL,DEPLOY_ALTS
2019-05-30,8310.891063057,1.75787076,18185945.78820993,,147528939419.422,27163085813.4693,1344796361.26,3851444.0,0.9532819185133818,1.7411097489443144,1.2322646177900163,0.1901080134654578,-0.0018377076295436057,-0.019557958420914234,89.16375388116047,86.9356026260034,91.39537992313318,0.1450665629301541,45.89546736777813,71.37340952669297,74.57274116514444,BULL,DEPLOY_ALTS
2019-05-31,8575.646353354,1.81476063,14300209.619558137,,152037344606.209,28499454382.3048,1350095522.9099998,3851444.0,1.0811444820982197,1.3697079447220302,1.2708514406100073,0.18490289432203189,-0.007548455317962666,-0.009832914748240884,93.1341595273406,64.49277799293608,95.7092738347764,0.14411360324985553,47.580768944287385,67.98499105830768,75.32637689589531,BULL,DEPLOY_ALTS
2019-06-01,8554.261728092,1.81246057,17509905.747749317,,151754429106.145,28173804952.879,1352064284.0800002,3851444.0,1.0736411473522396,1.6763388855756933,1.2670263704230746,0.1752587868243496,-0.007331667920236873,-0.009832914748240884,92.90116496031979,83.02167137583554,95.28164217751365,0.14234794806608048,47.516792708059064,72.45512723057338,73.07323744017843,BULL,DEPLOY_ALTS
2019-06-02,8743.705469134,1.8504971,15353470.623348223,,155008799790.325,28695353819.4251,1351850537.89,3851444.0,1.1580003122030516,1.469560703029502,1.294348749306448,0.1611850054156163,-0.009148655585379584,-0.009832914748240884,95.52069717553671,70.52661498119535,98.33620420938763,0.13977130267866456,48.05300483712453,70.78136991895164,79.73127883595832,BULL,DEPLOY_ALTS
2019-06-03,8173.632761797,1.72701182,13784776.640217021,,145118113641.654,26744262117.273,1360087129.69,3851444.0,0.8742075180500641,1.3200699961042026,1.2094704237948388,0.16303582371314707,-0.013712110588462334,-0.009832914748240884,86.70832488563944,61.49328859005647,88.8470557152726,0.14011015279227498,49.399728301482924,64.11622010932761,79.71358664876276,BULL,DEPLOY_ALTS
2019-06-04,7683.63626142,1.62636908,16465363.748879945,,136045887609.963,25505094563.5849,1373901365.2600002,3851444.0,0.6431974974196127,1.577086182001142,1.136665173424583,0.1739876003994978,-0.01543080677827402,-0.009832914748240884,79.53497042972977,77.02409410141739,80.70764170409387,0.1421152176759305,49.90693358462019,64.27005363620546,78.0809450142917,BULL,DEPLOY_ALTS
2019-06-05,7812.448854732,1.65612566,16870410.29898252,,138590833268.102,26217390413.0753,1402933003.52,3847645.0,0.7102517451759096,1.615809031694528,1.1553755088463884,0.19127672756268055,-0.006628591046159316,-0.010809599014420468,81.61714801500331,79.36401306541133,82.79940247013218,0.14528053255923676,47.309307343805806,65.63875097914473,77.72582831226158,BULL,DEPLOY_ALTS
2019-06-06,7821.123897095,1.651342,16304618.313085888,,138816674700.54,26581663259.7167,1433608120.94,3847645.0,0.6983052893773499,1.5607254134503659,1.1563114295650845,0.22095717546098248,-0.014095603973579673,-0.010809599014420468,81.24618505114117,76.03545631002014,82.90403566859473,0.1507144658393247,49.51290122415114,64.93742401885734,71.37340952669297,BULL,DEPLOY_ALTS
2019-06-07,8036.108159122,1.70183629,16727098.61328192,,142810130543.305,26701545587.4956,1447082804.95,3847645.0,0.8126525328159945,1.5999244359066378,1.18766856323702,0.2161186474629322,-0.013417351374716113,-0.011451317193084898,84.7969111451999,78.40414912942082,86.40967148279461,0.14982862212142223,49.31274176404151,67.27579339219646,67.98499105830768,BULL,DEPLOY_ALTS
2019-06-08,7942.539284064,1.6835165,12893638.112669507,,140990840427.821,26034305601.9828,1446716763.0700002,3847645.0,0.769512571262667,1.2335649874563652,1.1734505791837073,0.21226644158146746,-0.01593939649007936,-0.011451317193084898,83.45732321480715,56.26602066379876,84.82014245809216,0.1491233554821597,50.05702374616596,61.09580149994918,72.45512723057338,BULL,DEPLOY_ALTS
2019-06-09,7668.02962786,1.61842434,14573018.520114647,,136055336062.273,24672828577.7431,1448571430.66,3847645.0,0.6195174953226508,1.3938042052389914,1.1326071392608072,0.27978827160278263,-0.01611475853194555,-0.011451317193084898,78.79965579664757,65.94885101936437,80.25396535571925,0.1614853360204068,50.108774925125644,61.213002857894836,70.78136991895164,BULL,DEPLOY_ALTS
2019-06-10,8002.729982894,1.69111483,16520275.715071747,,141925422733.434,26297325019.2578,1487451469.4,3847645.0,0.784998708199089,1.5777038118220226,1.1816351373354128,0.31437213312811485,-0.018491357851828205,-0.011451317193084898,83.93820083688837,77.06141583114675,85.73515211682572,0.16781699235997324,50.81013432656645,66.70003061372898,64.11622010932761,BULL,DEPLOY_ALTS
2019-06-11,7897.975476598,1.67511723,14991046.11752799,,140220553937.846,26090193634.6648,1518501077.26,3847645.0,0.7471940233938684,1.430619764471492,1.165800127891947,0.34044731394319294,-0.02078707205739838,-0.011451317193084898,82.76428464285623,68.17351748632855,83.96484438385554,0.17259086886280964,51.48762368189344,63.840284639728885,64.27005363620546,BULL,DEPLOY_ALTS
2019-06-12,8145.059098121,1.72008481,14224284.911575299,,144409895371.77,27568882097.168,1563630631.0200002,3849955.0,0.8490054346959548,1.3566836782456733,1.201811112762001,0.35344645753428283,-0.03391447772633971,-0.010857824951133188,85.92574637916155,63.70575616056966,87.9907671479013,0.174970768223301,55.361658865448874,64.86472788524952,65.63875097914473,BULL,DEPLOY_ALTS
2019-06-13,8227.625725591,1.73649236,16430199.448981902,,145982200973.586,27144233034.6926,1584712081.14,3849955.0,0.8851740810506128,1.5650872600707646,1.2135030034257592,0.3466347058786452,-0.018433343824989845,-0.010857824951133188,87.0488600855901,76.29903111677945,89.2978863213372,0.1737236642663765,50.79301377839574,68.15435299661885,64.93742401885734,BULL,DEPLOY_ALTS
2019-06-14,8671.505388661,1.82901577,19341355.26742112,,154448670610.873,28177766390.0711,1610997117.95,3849955.0,1.095328541502913,1.8392997394289117,1.278298533988594,0.38994709541796646,-0.00036380981385453204,-0.0038279329395001227,93.57460486151211,92.86896297082681,96.54183708921153,0.18165335036020783,45.46050465397594,75.17128808695428,67.27579339219646,BULL,DEPLOY_ALTS
2019-06-15,8818.609506932,1.85878621,16788000.727671657,,156571955413.469,28555069614.9805,1622005692.55,3849955.0,1.1610922949741358,1.5946616431732918,1.299249694158347,0.39248544632224247,0.015341942232541816,-0.0038279329395001227,95.61670984342022,78.08613254185471,98.88411550689287,0.18211807479774153,40.825572394977335,72.09324414058571,61.09580149994918,BULL,DEPLOY_ALTS
2019-06-16,8978.772587807,1.88896018,15258168.106084818,,159990740760.349,28730739929.0265,1643098746.6599998,3849955.0,1.2274329433996474,1.4487016515425617,1.3220443041712993,0.4087710823096342,0.016388959511483225,-0.0038279329395001227,97.67672864560178,69.26615789883465,100.0,0.1850996692697154,40.51658660763277,70.69898167954294,61.213002857894836,BULL,DEPLOY_ALTS
2019-06-17,9312.868294809,1.9511578,16579697.50623879,,165478791606.027,29075955330.5341,1665073382.23,3849955.0,1.3664042441282884,1.5726079972819256,1.3702825137810974,0.4257230296038572,0.014990520185221623,-0.0038279329395001227,100.0,76.75348929232577,100.0,0.1882032528436562,40.92928072927652,73.30953088393564,66.70003061372898,BULL,DEPLOY_ALTS
2019-06-18,9094.021746079,1.88755922,19588870.76277542,,161689176435.316,28216787936.4825,1672871217.41,3849955.0,1.2178048605270788,1.855244339347454,1.337235116960069,0.42797227166227336,0.014498532160529987,-0.0038279329395001227,95.47579773260337,93.83245279706928,96.54145635118357,0.18861504687446326,41.074471558722195,75.54488320218844,63.840284639728885,BULL,DEPLOY_ALTS
2019-06-19,9285.928674251,1.93150882,21527150.088614486,,164856060873.058,28662304286.4749,1664567154.88,3844016.0,1.315114443304553,2.0346110635084593,1.3645220761824421,0.3932401456375254,0.0131428017404569,-0.005364643344237918,98.4384495577465,100.0,99.39714692267212,0.18225624608612057,41.474561833924525,78.58575887216374,64.86472788524952,BULL,DEPLOY_ALTS
2019-06-20,9548.314565261,1.98086596,18254620.926700152,,169961289184.548,29062957235.7589,1680315744.39,3844016.0,1.424061088942906,1.7235802231664783,1.402024068447667,0.378245078978507,0.018741131475968453,-0.005364643344237918,100.0,82.04397750151037,100.0,0.17951093065035728,39.822435975132095,74.52016461248834,68.15435299661885,BULL,DEPLOY_ALTS
2019-06-21,10118.359455627,2.08422475,18099038.087448183,,179686819951.07,31419443062.5886,1694607069.93,3844016.0,1.6546481012307543,1.7073933982062428,1.4843837960434243,0.3721169550535317,0.013908392559480287,-0.004253147637507171,100.0,81.10950105909221,100.0,0.17838898610779086,41.248627948440905,74.42899640753332,75.17128808695428,BULL,DEPLOY_ALTS
2019-06-22,10704.922148116,2.19688103,20178555.02277559,,190271555704.103,33084459417.5661,1695763744.22,3844016.0,1.9036301902730772,1.8995085963859495,1.568770384455344,0.3553147616689021,0.010745634833423168,-0.004253147637507171,100.0,92.20044244941774,100.0,0.17531281966569226,42.181990946188144,77.2946066299231,72.09324414058571,BULL,DEPLOY_ALTS
2019-06-23,10846.125099648,2.2136737,25420446.384327613,,193006026351.064,32863219243.3965,1710872851.29,3844016.0,1.9333156854140443,2.385028733158706,1.5877268269503997,0.32475664096462475,0.014112017260427212,-0.004253147637507171,100.0,100.0,100.0,0.16971820095775098,41.188536162173065,79.14431134636096,70.69898167954294,BULL,DEPLOY_ALTS
2019-06-24,11045.550419815,2.24706654,25566011.92173044,,196224565118.845,33154422291.9052,1700691829.35,3844016.0,1.9998458327681081,2.391167073896456,1.6150748780629298,0.2974922372717219,0.01559973030768913,-0.004253147637507171,100.0,100.0,100.0,0.16472660005279652,40.74949642854442,79.09965863286237,73.30953088393564,BULL,DEPLOY_ALTS
2019-06-25,11808.419904076,2.37982686,22980453.890779734,,209906767119.216,33909642984.8744,1719882428.81,3844016.0,2.287304995509297,2.143566767868257,1.7243053460777116,0.3022861517514588,0.020103999431446473,-0.004253147637507171,100.0,88.14593293386909,100.0,0.1656042758723325,39.42023933832412,76.00334780868053,75.54488320218844,BULL,DEPLOY_ALTS
2019-06-26,12996.124342789,2.57176389,29196638.587627567,,231104555834.965,36033928259.0509,1720127623.3799999,3826817.0,2.6995109440526264,2.710981922094821,1.8945998511734028,0.2959461494415949,0.025909953269971586,-0.008708345044017074,100.0,100.0,100.0,0.16444354037179532,37.7068414277407,78.79535067382984,78.58575887216374,BULL,DEPLOY_ALTS
2019-06-27,11178.682998187,2.21524309,22079030.777381506,,198805331511.723,31578278682.1184,1738553086.67,3826817.0,1.891680535458271,2.0435280780397735,1.6277622635007805,0.2981822645527843,0.023850197669206485,-0.008708345044017074,82.50559474701117,72.2881699655585,81.968564400661,0.16485293110479346,38.3146969224306,63.07363142753395,74.52016461248834,BULL,DEPLOY_ALTS
2019-06-28,12352.196865913,2.44168454,27418967.298430827,,219700496726.026,33044592666.438,1767294160.7500002,3826817.0,2.383655330228019,2.5276909446817863,1.796004514298167,0.2980269780178948,0.031236699215270614,-0.006394225126991282,93.15981912677181,92.38999301875658,93.33746237639461,0.16482450105303761,36.134862795681414,73.3511464227257,74.42899640753332,BULL,DEPLOY_ALTS
2019-06-29,11972.555667221,2.35329242,27342515.27257901,,213020899675.13,34306768610.5913,1796628424.2300003,3826817.0,2.1751525121099466,2.510811072602613,1.7384418145463447,0.3359854889454479,0.01987130060886355,-0.006394225126991282,88.64447437403497,91.68916231678736,89.44768761657892,0.17177399239826807,39.4889112030164,71.37982763388449,77.2946066299231,BULL,DEPLOY_ALTS
2019-06-30,10888.09718168,2.13021037,21829748.605738763,,193705059813.928,31176379854.591,1796666602.1599998,3826817.0,1.6739183111140716,1.9993236069012212,1.5792955580320438,0.3307699875098167,0.022828485034483537,-0.006394225126991282,77.78972795004508,70.45285685459991,78.69344755526417,0.17081913191501222,38.61621504369691,60.57606648387328,79.14431134636096,BULL,DEPLOY_ALTS
2019-07-01,10639.046292232,2.07558255,20367797.023019187,,189075622551.363,31498970007.2175,1816300913.6000001,3826817.0,1.5479830302782769,1.8613820300330512,1.5416404015713423,0.3433539625195303,0.016337606443083352,-0.006394225126991282,75.0624688432433,64.72569898907669,76.1489164994026,0.1731230216957655,40.531741437062266,58.00909129708327,79.09965863286237,BULL,DEPLOY_ALTS
2019-07-02,10822.764178376,2.11000412,22650850.612089608,,191741802293.98,30959350149.4907,1836730133.8600001,3826817.0,1.6188147981284318,2.0644076001363407,1.5666372963461102,0.3586784059181656,0.020368312505279818,-0.006394225126991282,76.59640423162809,73.15506102131323,77.83807094816665,0.17592863983427856,39.342237776299825,60.79591378805519,76.00334780868053,BULL,DEPLOY_ALTS
2019-07-03,11975.637393819,2.33157806,26882282.65742908,,213139916541.648,32463482348.9504,1892955846.21,3813198.0,2.098242939287264,2.439536207632123,1.7312071176936403,0.39179013232884197,0.027755016505342622,-0.00993030146615137,86.97891781602493,88.72992107279342,88.95880607811918,0.18199077584788081,37.16234390325089,69.81144983533194,78.79535067382984,BULL,DEPLOY_ALTS
2019-07-04,11229.605619125,2.17425127,24383315.26775357,,199869428146.841,30439535096.6823,1928299082.5600002,3813198.0,1.745062044079128,2.2054925706025417,1.6215224005627171,0.40352075579682123,0.030527804312760587,-0.00993030146615137,79.3304192665143,79.01272856911015,81.54690833751881,0.1841384329680579,36.344065121184656,63.52371686679927,63.07363142753395,BULL,DEPLOY_ALTS
2019-07-05,10987.248856215,2.13840364,26791272.922272284,,195514947598.014,30740130568.2912,1977657947.99,3813198.0,1.6605122865097266,2.4140422302467175,1.5848397633007536,0.40965957962924704,0.027604513193533853,-0.008952749019205286,77.49940658461387,87.67144373462412,79.06809484961353,0.1852623364629753,37.20675901008105,64.72976713044045,73.3511464227257,BULL,DEPLOY_ALTS
2019-07-06,11279.476377672,2.17712562,25667773.53650973,,200989208002.572,30937887121.985,1996204603.1599998,3813198.0,1.7391713461329883,2.3057971328337152,1.625145768790056,0.3924339392351599,0.03254920026276209,-0.008952749019205286,79.2028500935835,83.17724571885347,81.7917558922198,0.1821086448162393,35.74752996201532,64.51558692915634,71.37982763388449,BULL,DEPLOY_ALTS
2019-07-07,11436.430746924,2.22256119,22393864.380809285,,203441013269.873,32585483973.1887,2005254987.13,3813198.0,1.8315104283072452,2.007198566114874,1.6458318831211813,0.38572235138906663,0.02310062747747743,-0.008952749019205286,81.20254867766673,70.77981509029014,83.18961120044527,0.18087987897402283,38.53590295266498,62.57436289307421,60.57606648387328,BULL,DEPLOY_ALTS
2019-07-08,12260.282697873,2.37905472,28106214.554894786,,217909027168.133,33325496553.9506,2061568570.8200002,3813198.0,2.1626466565573215,2.5101031118028447,1.7619624018083548,0.4249980531401709,0.02751190954710392,-0.008952749019205286,88.3736471029328,91.65976868975385,91.03708121803024,0.188070523251879,37.23408731800741,71.38607185721288,58.00909129708327,NEUTRAL,HOLD
2019-07-09,12544.167261709,2.41917807,25041607.784744423,,223082925042.628,32850299631.6812,2095929762.8899999,3813198.0,2.2378922545913276,2.2289888159398386,1.8001565398807429,0.44689431154599646,0.02971269660628062,-0.008952749019205286,90.00316856128063,79.98826262743376,93.6180337252515,0.1920793174475902,36.584611959830895,69.40889606389315,60.79591378805519,BULL,DEPLOY_ALTS
2019-07-10,12166.398288869,2.31328701,20660283.739549223,,216918064309.909,30956973577.4806,2099443994.04,3815038.0,1.9988293529486274,1.8350735439571517,1.7436053601745434,0.41143696935998997,0.037259575472401885,-0.008474534423004165,84.82601350769701,63.63340429170932,89.79661199890148,0.18558774318334095,34.35744880279084,62.77906056677332,69.81144983533194,BULL,DEPLOY_ALTS
2019-07-11,11385.060490565,2.15704038,19262004.432292014,,202244103401.214,28636795382.5561,2141808447.4,3815038.0,1.6547709444912162,1.7073960424599608,1.6297812005889183,0.41047542176572094,0.03895443459611059,-0.008474534423004165,77.37507186918442,58.33239770941672,82.10499320891621,0.1854117018550298,33.85727808802791,57.630159193973796,63.52371686679927,BULL,DEPLOY_ALTS
2019-07-12,11804.562793905,2.24857787,24995296.28405016,,210058300503.645,29477046976.61,2182700190.93,3815038.0,1.8454186400266996,2.208145900974553,1.6877468214922204,0.3959180305301151,0.044354978935471134,-0.009069456655986907,81.50374542586525,79.12289145295496,86.02199519281936,0.18274651657961,32.2635207753752,64.69000958458665,64.72976713044045,BULL,DEPLOY_ALTS
2019-07-13,11418.511855491,2.15890911,20631905.92745436,,202979011731.303,28810921295.7706,2239947364.0299997,3815038.0,1.6464017773337907,1.8185618684922755,1.6307062637236835,0.4134727630893309,0.038532376083481035,-0.009069456655986907,77.19382887520408,62.947860642298906,82.16750395369294,0.18596045882884485,33.981831984561666,58.754691881155026,64.51558692915634,BULL,DEPLOY_ALTS
2019-07-14,10285.461109067,1.95875859,19061323.61910104,,183265698057.305,24246464997.1847,2242012451.5299997,3815038.0,1.2124248039294236,1.6766504210570523,1.467663563729364,0.3916924037598335,0.044280334725065096,-0.009069456655986907,67.79560746334599,57.055878827685,71.14996339453896,0.181972883580036,32.285549065248645,52.08849546389471,62.57436289307421,BULL,DEPLOY_ALTS
2019-07-15,10911.34515831,2.07837284,20610630.43508379,,195225460386.136,24761194859.1085,2271293171.9,3815038.0,1.4659314809199298,1.808588920019235,1.5554285893726654,0.4002991372547142,0.04929104319675903,-0.009069456655986907,73.28555745090262,62.5337965755642,77.08064737937208,0.1835486150424091,30.80683640842807,56.14346178813542,71.38607185721288,BULL,DEPLOY_ALTS
2019-07-16,9538.827124244,1.80452153,19914194.7244853,,170100385848.084,21404242629.0965,2307700118.9300003,3815038.0,0.8753044936149826,1.7434349153176216,1.3589041624401563,0.4044804815419434,0.04773755252143652,-0.009069456655986907,60.49491753522561,59.82868562229595,63.80059347527918,0.18431414074996352,31.26528781042623,49.01994126335262,69.40889606389315,BULL,DEPLOY_ALTS
2019-07-17,9657.303101319,1.84011447,16678180.558399435,,172236725014.411,22555777896.4624,2353141515.4399996,3808110.0,0.9502960409498309,1.4594371547725644,1.3748646127717217,0.41323592134328835,0.03956826161874272,-0.010868958208602453,62.118937262221685,48.03746179388458,64.87911406452672,0.18591709754769625,33.67613129160338,47.01637013383549,62.77906056677332,BULL,DEPLOY_ALTS
2019-07-18,10636.155728361,2.02312657,16854109.973005686,,189588944050.242,24469199432.985,2375924438.06,3808110.0,1.3408602361040451,1.4745960043508484,1.5128399253287397,0.4202673901811118,0.040252837449010315,-0.010868958208602453,70.57700994015453,48.66683784253975,74.20273666346463,0.18720442759934064,33.474105779544814,51.555851017468605,57.630159193973796,NEUTRAL,HOLD
2019-07-19,10536.565849576,1.9920017,16290613.810898025,,187718958960.578,23638366539.887,2347850485.22,3808110.0,1.2709636076394628,1.4252376476600632,1.4973531208175312,0.4104870916963743,0.04257690504707812,-0.009340751963571425,69.06332596494404,46.61754199447873,73.15622248748575,0.1854138384004341,32.78824904052611,50.31126476541272,64.69000958458665,BULL,DEPLOY_ALTS
2019-07-20,10774.281137634,2.0519756,24377348.894119434,,190839615019.195,24370718738.3497,2348407760.35,3808110.0,1.3962306427700146,2.127584385112324,1.529699408616689,0.3975990930219697,0.03839211659806474,-0.009340751963571425,71.77611351799924,75.778080340133,75.3420090193434,0.18305428758939046,34.023224030715596,58.97553649051167,58.754691881155026,NEUTRAL,HOLD
2019-07-21,10607.463560702,1.99813946,20154723.762029927,,189302289398.0,24197616725.9621,2356848040.8700004,3808110.0,1.2776236400627459,1.755943155844738,1.5046723261736163,0.3907932302957735,0.04170098097339703,-0.009340751963571425,69.2075558738103,60.34801177286761,73.65081465183445,0.18180826178498527,33.04674342739435,53.91137821773407,52.08849546389471,NEUTRAL,HOLD
